,hp,atk,def,spatk,spdef,spd,t11,t12,t21,t22,win
48539,-7.0,-14.0,-9.0,-38.0,-40.0,-10.0,2.0,0.5,1.0,1.0,0.0
48540,-88.0,-83.0,-38.0,-45.0,-23.0,-35.0,1.0,1.0,1.0,1.0,0.0
48541,0.0,-70.0,-95.0,40.0,-85.0,-25.0,1.0,1.0,1.0,1.0,0.0
48542,-37.0,14.0,27.0,-77.0,-17.0,54.0,2.0,2.0,1.0,1.0,1.0
48543,155.0,-63.0,-73.0,2.0,52.0,0.0,1.0,1.0,1.0,1.0,0.0
48544,3.0,-25.0,15.0,40.0,70.0,25.0,1.0,2.0,1.0,0.5,1.0
48545,22.0,35.0,57.0,-2.0,-104.0,-25.0,1.0,1.0,1.0,1.0,0.0
48546,48.0,-36.0,-39.0,16.0,36.0,-11.0,2.0,0.5,1.0,2.0,0.0
48547,-20.0,5.0,0.0,25.0,20.0,25.0,0.5,1.0,1.0,1.0,1.0
48548,40.0,-10.0,30.0,20.0,30.0,-25.0,1.0,0.5,1.0,1.0,0.0
48549,-35.0,-95.0,-70.0,-30.0,-30.0,-15.0,2.0,1.0,2.0,0.5,0.0
48550,6.0,27.0,74.0,44.0,64.0,16.0,0.5,1.0,1.0,1.0,1.0
48551,-17.0,26.0,35.0,-7.0,-7.0,34.0,1.0,1.0,1.0,1.0,1.0
48552,60.0,40.0,35.0,50.0,35.0,20.0,1.0,1.0,1.0,1.0,1.0
48553,10.0,40.0,50.0,105.0,65.0,-10.0,1.0,1.0,1.0,1.0,0.0
48554,-15.0,-35.0,-15.0,25.0,-5.0,-40.0,0.0,1.0,1.0,1.0,0.0
48555,54.0,62.0,35.0,-1.0,-3.0,-17.0,0.5,1.0,1.0,1.0,0.0
48556,5.0,-85.0,-50.0,0.0,-20.0,-60.0,1.0,1.0,1.0,1.0,0.0
48557,-3.0,30.0,55.0,-29.0,26.0,8.0,1.0,1.0,0.5,1.0,1.0
48558,85.0,85.0,25.0,25.0,60.0,10.0,1.0,1.0,1.0,1.0,1.0
48559,5.0,46.0,-11.0,19.0,31.0,55.0,1.0,1.0,1.0,1.0,1.0
48560,25.0,63.0,62.0,21.0,25.0,18.0,1.0,1.0,0.5,1.0,1.0
48561,6.0,32.0,30.0,0.0,10.0,-28.0,1.0,1.0,1.0,1.0,0.0
48562,-10.0,-20.0,-22.0,-45.0,-25.0,-55.0,1.0,1.0,1.0,1.0,0.0
48563,22.0,25.0,35.0,33.0,50.0,45.0,0.5,1.0,1.0,1.0,1.0
48564,18.0,-21.0,18.0,-11.0,25.0,-5.0,1.0,1.0,1.0,1.0,0.0
48565,-10.0,-23.0,-13.0,-8.0,-8.0,-9.0,1.0,1.0,1.0,1.0,0.0
48566,-13.0,-19.0,33.0,-19.0,33.0,-17.0,1.0,1.0,2.0,1.0,1.0
48567,-50.0,-95.0,-15.0,-65.0,-15.0,-30.0,1.0,1.0,1.0,1.0,0.0
48568,8.0,30.0,-2.0,10.0,-2.0,17.0,1.0,1.0,1.0,1.0,1.0
48569,0.0,-40.0,1.0,10.0,6.0,-25.0,2.0,1.0,1.0,1.0,0.0
48570,35.0,80.0,9.0,-15.0,15.0,26.0,1.0,1.0,1.0,1.0,1.0
48571,0.0,-20.0,5.0,50.0,10.0,-20.0,1.0,1.0,1.0,1.0,0.0
48572,10.0,-10.0,20.0,20.0,40.0,10.0,2.0,1.0,1.0,1.0,1.0
48573,-46.0,-22.0,-44.0,8.0,-49.0,19.0,0.5,1.0,1.0,1.0,1.0
48574,44.0,52.0,13.0,12.0,28.0,-10.0,2.0,0.5,2.0,0.5,0.0
48575,33.0,62.0,63.0,69.0,33.0,-11.0,0.5,2.0,1.0,0.0,0.0
48576,40.0,20.0,65.0,37.0,35.0,-15.0,0.5,1.0,1.0,1.0,0.0
48577,17.0,10.0,18.0,-9.0,-3.0,-11.0,1.0,1.0,0.5,1.0,0.0
48578,-10.0,40.0,72.0,35.0,27.0,26.0,1.0,1.0,1.0,1.0,1.0
48579,0.0,30.0,44.0,-35.0,80.0,36.0,1.0,0.5,1.0,1.0,1.0
48580,-35.0,-80.0,70.0,85.0,15.0,-40.0,2.0,1.0,2.0,1.0,0.0
48581,-15.0,25.0,55.0,-33.0,-15.0,-25.0,1.0,1.0,1.0,1.0,0.0
48582,-4.0,13.0,-13.0,-47.0,-63.0,1.0,1.0,1.0,0.5,0.5,1.0
48583,35.0,10.0,-35.0,-10.0,-40.0,-65.0,1.0,1.0,1.0,1.0,0.0
48584,-5.0,-13.0,60.0,0.0,70.0,8.0,2.0,1.0,1.0,1.0,1.0
48585,45.0,-15.0,-52.0,7.0,-10.0,-54.0,0.0,1.0,1.0,1.0,0.0
48586,-5.0,-12.0,0.0,13.0,0.0,-35.0,0.5,1.0,1.0,1.0,0.0
48587,15.0,13.0,7.0,45.0,35.0,35.0,0.0,0.5,1.0,1.0,0.0
48588,-9.0,-60.0,-22.0,-85.0,-15.0,-66.0,1.0,1.0,1.0,1.0,0.0
48589,35.0,-3.0,-3.0,69.0,65.0,32.0,1.0,1.0,1.0,1.0,1.0
48590,-20.0,-75.0,-54.0,-45.0,-95.0,-46.0,1.0,2.0,1.0,1.0,0.0
48591,25.0,32.0,15.0,-40.0,-15.0,-28.0,0.5,1.0,1.0,1.0,0.0
48592,10.0,-5.0,10.0,75.0,10.0,95.0,1.0,1.0,1.0,1.0,1.0
48593,15.0,-21.0,60.0,14.0,40.0,26.0,1.0,1.0,1.0,1.0,1.0
48594,-42.0,-59.0,-40.0,-30.0,-15.0,-35.0,1.0,0.5,1.0,1.0,0.0
48595,-12.0,-35.0,-56.0,-60.0,-57.0,-55.0,0.5,0.5,1.0,1.0,0.0
48596,5.0,10.0,51.0,0.0,-4.0,-27.0,1.0,1.0,1.0,1.0,0.0
48597,29.0,-52.0,-5.0,70.0,80.0,-7.0,2.0,1.0,1.0,1.0,0.0
48598,5.0,38.0,-53.0,-2.0,-23.0,28.0,1.0,1.0,2.0,2.0,1.0
48599,-6.0,15.0,-95.0,-50.0,-55.0,8.0,2.0,1.0,1.0,1.0,1.0
48600,60.0,60.0,35.0,85.0,30.0,30.0,1.0,1.0,2.0,1.0,1.0
48601,60.0,95.0,20.0,45.0,75.0,85.0,1.0,1.0,1.0,1.0,1.0
48602,130.0,-46.0,-47.0,-26.0,-27.0,-3.0,1.0,1.0,1.0,1.0,0.0
48603,15.0,5.0,-25.0,30.0,30.0,60.0,1.0,0.5,1.0,1.0,1.0
48604,-5.0,-15.0,-70.0,45.0,5.0,-30.0,0.5,0.5,0.0,1.0,0.0
48605,-30.0,-165.0,-60.0,-15.0,-80.0,-45.0,1.0,0.5,1.0,1.0,0.0
48606,-2.0,-10.0,-20.0,110.0,70.0,30.0,1.0,0.5,1.0,1.0,1.0
48607,3.0,36.0,15.0,-9.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0
48608,59.0,70.0,63.0,100.0,83.0,24.0,1.0,1.0,1.0,1.0,1.0
48609,-7.0,-17.0,-5.0,-47.0,-10.0,-37.0,1.0,1.0,2.0,0.5,0.0
48610,19.0,-19.0,-22.0,10.0,-18.0,-52.0,1.0,1.0,1.0,1.0,0.0
48611,20.0,15.0,84.0,5.0,44.0,-13.0,1.0,1.0,1.0,1.0,0.0
48612,5.0,25.0,10.0,-90.0,-40.0,10.0,1.0,1.0,1.0,1.0,1.0
48613,56.0,71.0,20.0,21.0,23.0,9.0,1.0,1.0,2.0,1.0,1.0
48614,26.0,37.0,0.0,55.0,21.0,77.0,2.0,1.0,1.0,1.0,1.0
48615,10.0,-25.0,15.0,65.0,30.0,10.0,1.0,1.0,1.0,1.0,1.0
48616,7.0,-17.0,7.0,13.0,7.0,-18.0,0.5,1.0,1.0,1.0,0.0
48617,35.0,68.0,62.0,21.0,25.0,3.0,1.0,1.0,0.5,1.0,1.0
48618,-22.0,-56.0,-29.0,-4.0,-61.0,-100.0,1.0,1.0,1.0,1.0,0.0
48619,-25.0,-15.0,-45.0,-30.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0
48620,-20.0,-85.0,-60.0,-45.0,0.0,-5.0,0.5,2.0,0.0,1.0,0.0
48621,-40.0,-120.0,-25.0,-45.0,-40.0,10.0,0.5,1.0,1.0,1.0,0.0
48622,-15.0,-75.0,-29.0,10.0,-50.0,-1.0,0.5,1.0,1.0,1.0,0.0
48623,-17.0,-64.0,-50.0,-35.0,-50.0,-30.0,1.0,0.0,1.0,1.0,0.0
48624,45.0,0.0,15.0,50.0,70.0,20.0,0.5,1.0,1.0,1.0,1.0
48625,15.0,-45.0,30.0,5.0,-5.0,-25.0,1.0,1.0,2.0,1.0,0.0
48626,-38.0,-39.0,-38.0,-79.0,-75.0,-35.0,1.0,1.0,1.0,1.0,0.0
48627,-47.0,-73.0,-82.0,-48.0,-42.0,-72.0,1.0,1.0,1.0,1.0,0.0
48628,15.0,18.0,80.0,10.0,80.0,-7.0,1.0,0.5,1.0,2.0,0.0
48629,12.0,37.0,16.0,39.0,22.0,42.0,1.0,1.0,1.0,1.0,1.0
48630,-15.0,15.0,-30.0,15.0,-45.0,-25.0,0.5,1.0,1.0,0.5,0.0
48631,-20.0,8.0,-5.0,-55.0,15.0,37.0,2.0,2.0,0.5,1.0,1.0
48632,-55.0,-50.0,-60.0,5.0,65.0,0.0,1.0,0.5,1.0,1.0,0.0
48633,5.0,50.0,10.0,0.0,40.0,65.0,1.0,1.0,1.0,1.0,1.0
48634,6.0,16.0,-2.0,16.0,-2.0,-15.0,0.5,0.5,1.0,2.0,0.0
48635,-5.0,15.0,-10.0,-90.0,-40.0,20.0,2.0,1.0,1.0,1.0,1.0
48636,-4.0,-93.0,40.0,-150.0,20.0,-93.0,1.0,1.0,1.0,1.0,0.0
48637,26.0,53.0,17.0,0.0,20.0,30.0,1.0,1.0,1.0,1.0,1.0
48638,-1.0,40.0,-26.0,-65.0,-21.0,-22.0,1.0,2.0,1.0,1.0,0.0
48639,2.0,-12.0,12.0,-12.0,12.0,-18.0,1.0,1.0,1.0,1.0,0.0
48640,34.0,67.0,27.0,33.0,41.0,24.0,2.0,1.0,1.0,1.0,1.0
48641,26.0,19.0,15.0,31.0,17.0,21.0,0.5,1.0,1.0,1.0,1.0
48642,10.0,17.0,150.0,13.0,50.0,-10.0,1.0,2.0,1.0,1.0,0.0
48643,50.0,70.0,55.0,75.0,15.0,35.0,2.0,1.0,2.0,1.0,1.0
48644,8.0,31.0,-10.0,6.0,-15.0,-50.0,1.0,1.0,1.0,1.0,1.0
48645,-13.0,-22.0,-17.0,-10.0,5.0,15.0,2.0,0.5,1.0,1.0,1.0
48646,20.0,-57.0,25.0,-19.0,50.0,40.0,2.0,0.5,0.5,1.0,1.0
48647,-35.0,-85.0,-65.0,-110.0,-70.0,15.0,1.0,1.0,1.0,1.0,0.0
48648,-10.0,30.0,40.0,-25.0,30.0,-10.0,1.0,1.0,1.0,1.0,0.0
48649,-100.0,-10.0,5.0,-55.0,-10.0,-25.0,1.0,1.0,1.0,1.0,0.0
48650,-60.0,-48.0,80.0,-25.0,35.0,-25.0,2.0,0.5,1.0,1.0,0.0
48651,-14.0,-30.0,-48.0,-23.0,-46.0,-98.0,1.0,1.0,1.0,1.0,0.0
48652,36.0,87.0,42.0,-21.0,52.0,15.0,1.0,1.0,1.0,2.0,1.0
48653,10.0,-60.0,9.0,50.0,65.0,-19.0,1.0,1.0,1.0,1.0,0.0
48654,-10.0,-90.0,-50.0,0.0,40.0,0.0,1.0,1.0,2.0,1.0,0.0
48655,5.0,50.0,47.0,55.0,10.0,30.0,2.0,1.0,0.0,1.0,1.0
48656,-25.0,-50.0,-5.0,75.0,45.0,-10.0,1.0,0.5,1.0,1.0,0.0
48657,-5.0,32.0,25.0,-10.0,25.0,-72.0,1.0,2.0,1.0,1.0,1.0
48658,-1.0,-16.0,-8.0,5.0,13.0,23.0,0.5,1.0,1.0,1.0,1.0
48659,-23.0,11.0,37.0,-64.0,-40.0,-65.0,2.0,2.0,2.0,0.0,0.0
48660,-90.0,10.0,120.0,15.0,20.0,-35.0,0.5,1.0,1.0,1.0,0.0
48661,22.0,11.0,18.0,7.0,17.0,-64.0,2.0,0.5,0.5,2.0,1.0
48662,25.0,55.0,-60.0,27.0,-50.0,90.0,1.0,1.0,1.0,1.0,1.0
48663,45.0,0.0,19.0,40.0,65.0,51.0,1.0,0.5,1.0,1.0,1.0
48664,14.0,-19.0,25.0,9.0,20.0,-24.0,0.0,1.0,1.0,0.5,0.0
48665,-90.0,-55.0,-20.0,50.0,-5.0,40.0,2.0,1.0,0.5,1.0,1.0
48666,-5.0,3.0,-15.0,-2.0,-30.0,45.0,0.5,1.0,1.0,1.0,1.0
48667,-29.0,-40.0,-8.0,35.0,-8.0,16.0,1.0,1.0,1.0,1.0,1.0
48668,12.0,5.0,-5.0,-15.0,-10.0,50.0,1.0,1.0,1.0,1.0,1.0
48669,-5.0,23.0,-25.0,22.0,-25.0,-35.0,0.5,1.0,1.0,1.0,0.0
48670,-25.0,-54.0,-3.0,57.0,25.0,24.0,1.0,1.0,1.0,1.0,1.0
48671,5.0,-50.0,-55.0,5.0,15.0,30.0,0.5,1.0,0.5,0.5,0.0
48672,0.0,-10.0,15.0,39.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
48673,0.0,15.0,67.0,18.0,20.0,14.0,0.0,1.0,1.0,1.0,0.0
48674,-30.0,-90.0,-65.0,-105.0,-65.0,-40.0,0.5,1.0,1.0,1.0,0.0
48675,-65.0,-90.0,-35.0,-15.0,-5.0,-5.0,1.0,2.0,1.0,1.0,0.0
48676,28.0,22.0,14.0,48.0,34.0,60.0,1.0,1.0,1.0,1.0,1.0
48677,-50.0,-15.0,-60.0,-35.0,-45.0,0.0,1.0,1.0,1.0,1.0,0.0
48678,20.0,60.0,30.0,45.0,25.0,45.0,0.5,1.0,1.0,1.0,1.0
48679,72.0,6.0,-23.0,-10.0,-30.0,-20.0,2.0,1.0,1.0,1.0,0.0
48680,-15.0,-100.0,-15.0,-95.0,25.0,-20.0,0.5,1.0,1.0,1.0,0.0
48681,3.0,-14.0,-32.0,26.0,21.0,-15.0,1.0,2.0,1.0,1.0,0.0
48682,-11.0,21.0,15.0,36.0,25.0,4.0,0.5,2.0,1.0,1.0,1.0
48683,-18.0,-13.0,15.0,-31.0,-20.0,-58.0,0.5,1.0,0.5,1.0,0.0
48684,-15.0,-15.0,-55.0,-15.0,-55.0,-15.0,0.5,1.0,0.5,1.0,0.0
48685,20.0,5.0,65.0,8.0,25.0,10.0,1.0,1.0,0.5,1.0,1.0
48686,-15.0,-65.0,65.0,-30.0,55.0,-95.0,0.5,1.0,0.5,1.0,0.0
48687,-59.0,-20.0,-25.0,-30.0,-30.0,-60.0,1.0,0.5,0.0,1.0,0.0
48688,45.0,20.0,23.0,45.0,40.0,10.0,1.0,1.0,1.0,1.0,1.0
48689,5.0,-25.0,130.0,-60.0,-5.0,-60.0,1.0,0.5,1.0,2.0,0.0
48690,-22.0,-49.0,-30.0,-54.0,-30.0,-40.0,1.0,0.0,1.0,2.0,0.0
48691,20.0,15.0,0.0,-5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0
48692,-5.0,80.0,3.0,-30.0,25.0,47.0,1.0,0.0,1.0,1.0,0.0
48693,51.0,79.0,65.0,70.0,70.0,-5.0,1.0,1.0,1.0,1.0,0.0
48694,-35.0,-59.0,-20.0,-50.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0
48695,-5.0,-10.0,15.0,0.0,10.0,-15.0,1.0,1.0,1.0,1.0,0.0
48696,-3.0,-23.0,1.0,-7.0,17.0,-3.0,1.0,1.0,1.0,1.0,0.0
48697,-51.0,5.0,-38.0,-18.0,-43.0,35.0,1.0,1.0,1.0,1.0,1.0
48698,5.0,-20.0,-12.0,-50.0,-30.0,-95.0,1.0,1.0,1.0,1.0,0.0
48699,46.0,65.0,40.0,64.0,10.0,60.0,1.0,1.0,1.0,1.0,1.0
48700,44.0,2.0,-37.0,-39.0,-31.0,-46.0,2.0,1.0,1.0,1.0,0.0
48701,-20.0,5.0,-3.0,-20.0,-28.0,5.0,2.0,1.0,1.0,1.0,1.0
48702,20.0,-57.0,-47.0,21.0,16.0,10.0,0.5,1.0,1.0,1.0,1.0
48703,51.0,-33.0,53.0,57.0,49.0,-42.0,0.5,1.0,1.0,1.0,0.0
48704,39.0,63.0,80.0,65.0,75.0,58.0,2.0,1.0,1.0,1.0,1.0
48705,8.0,0.0,-54.0,-80.0,-29.0,40.0,1.0,0.5,1.0,1.0,1.0
48706,47.0,50.0,-15.0,80.0,10.0,60.0,0.0,1.0,1.0,1.0,0.0
48707,60.0,95.0,100.0,120.0,35.0,-10.0,0.5,1.0,0.5,1.0,0.0
48708,25.0,60.0,40.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0
48709,-38.0,-102.0,-74.0,-41.0,-33.0,-41.0,1.0,1.0,1.0,1.0,0.0
48710,-6.0,30.0,7.0,10.0,-48.0,-54.0,2.0,0.5,1.0,1.0,1.0
48711,-14.0,-92.0,-38.0,49.0,24.0,12.0,0.5,1.0,1.0,1.0,1.0
48712,15.0,-30.0,-55.0,45.0,30.0,55.0,1.0,1.0,0.5,0.5,0.0
48713,-34.0,-60.0,-31.0,-90.0,-41.0,-69.0,1.0,1.0,1.0,1.0,0.0
48714,45.0,30.0,71.0,125.0,76.0,0.0,0.5,1.0,1.0,1.0,0.0
48715,-25.0,-56.0,45.0,-76.0,-55.0,-28.0,1.0,1.0,1.0,1.0,0.0
48716,-25.0,6.0,-4.0,22.0,12.0,5.0,0.5,1.0,0.5,1.0,1.0
48717,32.0,45.0,62.0,53.0,77.0,5.0,1.0,1.0,2.0,1.0,1.0
48718,30.0,35.0,10.0,53.0,28.0,44.0,1.0,1.0,1.0,1.0,1.0
48719,15.0,40.0,26.0,-30.0,26.0,25.0,1.0,1.0,1.0,1.0,1.0
48720,-58.0,-60.0,8.0,-17.0,59.0,2.0,0.5,1.0,2.0,1.0,1.0
48721,-5.0,10.0,25.0,42.0,68.0,-26.0,1.0,1.0,1.0,1.0,0.0
48722,-39.0,-50.0,-33.0,0.0,-23.0,21.0,0.5,1.0,1.0,1.0,0.0
48723,-68.0,-75.0,-50.0,-127.0,-65.0,-95.0,2.0,1.0,1.0,1.0,0.0
48724,-40.0,-60.0,-60.0,-85.0,-75.0,-55.0,0.5,0.5,1.0,2.0,0.0
48725,-20.0,30.0,65.0,-50.0,35.0,-55.0,0.5,1.0,1.0,1.0,0.0
48726,-14.0,15.0,-17.0,-44.0,-67.0,18.0,1.0,1.0,1.0,1.0,1.0
48727,0.0,0.0,27.0,-20.0,37.0,-11.0,1.0,1.0,1.0,1.0,0.0
48728,-26.0,19.0,16.0,-36.0,1.0,-65.0,2.0,1.0,0.5,1.0,1.0
48729,15.0,-1.0,15.0,-11.0,10.0,21.0,1.0,1.0,1.0,2.0,1.0
48730,32.0,36.0,64.0,4.0,-6.0,-19.0,2.0,1.0,1.0,1.0,0.0
48731,-16.0,-5.0,-20.0,-80.0,-50.0,-85.0,0.5,0.5,1.0,1.0,0.0
48732,20.0,45.0,65.0,10.0,40.0,-5.0,1.0,1.0,1.0,1.0,0.0
48733,-52.0,44.0,37.0,-77.0,-37.0,79.0,2.0,1.0,1.0,1.0,1.0
48734,50.0,55.0,55.0,15.0,45.0,65.0,1.0,1.0,1.0,1.0,1.0
48735,40.0,65.0,50.0,10.0,50.0,15.0,2.0,1.0,2.0,1.0,1.0
48736,16.0,35.0,55.0,55.0,60.0,19.0,1.0,1.0,1.0,1.0,1.0
48737,2.0,17.0,-14.0,-30.0,-14.0,-56.0,1.0,1.0,1.0,1.0,0.0
48738,0.0,55.0,-50.0,85.0,-30.0,60.0,0.5,1.0,0.5,1.0,1.0
48739,-45.0,-55.0,-40.0,-20.0,-55.0,20.0,1.0,1.0,2.0,1.0,1.0
48740,-50.0,-37.0,-50.0,-37.0,-5.0,-8.0,1.0,1.0,1.0,1.0,0.0
48741,20.0,61.0,81.0,-5.0,0.0,50.0,0.5,0.5,1.0,1.0,1.0
48742,-54.0,-46.0,-23.0,-45.0,-57.0,-22.0,2.0,0.5,1.0,1.0,0.0
48743,6.0,-9.0,-23.0,25.0,25.0,22.0,0.5,1.0,1.0,1.0,1.0
48744,-40.0,-15.0,0.0,5.0,-100.0,-25.0,1.0,1.0,1.0,1.0,0.0
48745,35.0,72.0,10.0,-10.0,-15.0,37.0,1.0,1.0,2.0,1.0,1.0
48746,2.0,-29.0,-2.0,2.0,32.0,-64.0,0.5,2.0,1.0,1.0,0.0
48747,20.0,0.0,30.0,40.0,30.0,5.0,1.0,0.5,1.0,1.0,1.0
48748,-10.0,25.0,-10.0,25.0,-20.0,15.0,0.5,1.0,1.0,1.0,1.0
48749,10.0,44.0,-10.0,5.0,25.0,11.0,1.0,1.0,0.5,1.0,1.0
48750,0.0,-15.0,70.0,-25.0,30.0,10.0,0.5,1.0,1.0,2.0,1.0
48751,-5.0,-12.0,3.0,-15.0,-15.0,-26.0,0.5,1.0,1.0,1.0,0.0
48752,94.0,25.0,0.0,-2.0,3.0,-31.0,1.0,1.0,1.0,1.0,0.0
48753,25.0,35.0,24.0,45.0,24.0,10.0,1.0,1.0,1.0,1.0,1.0
48754,-11.0,18.0,-3.0,38.0,-14.0,52.0,0.5,1.0,1.0,1.0,1.0
48755,25.0,53.0,-15.0,3.0,-15.0,-58.0,1.0,0.5,0.5,1.0,0.0
48756,10.0,5.0,-6.0,20.0,-41.0,42.0,0.5,1.0,1.0,1.0,1.0
48757,0.0,-90.0,-130.0,-40.0,-10.0,-10.0,1.0,2.0,0.5,1.0,0.0
48758,-16.0,-66.0,-20.0,-6.0,-13.0,-69.0,1.0,1.0,1.0,1.0,0.0
48759,-30.0,0.0,-20.0,20.0,30.0,15.0,1.0,0.5,1.0,1.0,1.0
48760,-5.0,135.0,70.0,45.0,40.0,65.0,1.0,0.5,1.0,1.0,1.0
48761,-45.0,-6.0,-10.0,-11.0,-10.0,15.0,1.0,1.0,1.0,1.0,1.0
48762,0.0,60.0,30.0,58.0,27.0,-65.0,2.0,1.0,0.5,1.0,1.0
48763,33.0,65.0,44.0,80.0,54.0,19.0,1.0,1.0,1.0,1.0,1.0
48764,40.0,37.0,38.0,33.0,20.0,25.0,2.0,1.0,1.0,1.0,1.0
48765,-50.0,-60.0,-38.0,-100.0,-68.0,-40.0,1.0,2.0,1.0,1.0,0.0
48766,-17.0,-48.0,-25.0,-45.0,-5.0,-47.0,1.0,1.0,1.0,1.0,0.0
48767,-10.0,0.0,-10.0,30.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0
48768,14.0,-2.0,-24.0,-2.0,11.0,39.0,1.0,1.0,1.0,1.0,1.0
48769,45.0,140.0,-5.0,130.0,65.0,60.0,1.0,1.0,0.5,1.0,1.0
48770,-21.0,-16.0,-25.0,-27.0,-9.0,-11.0,2.0,1.0,1.0,1.0,0.0
48771,35.0,65.0,25.0,20.0,20.0,60.0,1.0,1.0,1.0,1.0,1.0
48772,15.0,15.0,-20.0,15.0,-20.0,30.0,1.0,2.0,1.0,1.0,1.0
48773,-36.0,42.0,0.0,36.0,8.0,-5.0,0.0,1.0,1.0,1.0,0.0
48774,30.0,10.0,20.0,80.0,45.0,20.0,1.0,1.0,1.0,1.0,1.0
48775,-25.0,-31.0,29.0,-6.0,3.0,-20.0,0.5,2.0,1.0,0.5,0.0
48776,70.0,0.0,-6.0,50.0,4.0,55.0,1.0,1.0,1.0,1.0,1.0
48777,-13.0,50.0,-100.0,-50.0,-60.0,-20.0,1.0,1.0,1.0,1.0,0.0
48778,39.0,-32.0,-2.0,-8.0,2.0,-49.0,1.0,1.0,2.0,1.0,0.0
48779,45.0,-5.0,40.0,20.0,85.0,40.0,1.0,1.0,1.0,1.0,1.0
48780,160.0,-114.0,-68.0,6.0,64.0,-3.0,1.0,1.0,1.0,1.0,0.0
48781,-4.0,-56.0,11.0,-66.0,-59.0,28.0,1.0,1.0,0.5,2.0,1.0
48782,-14.0,7.0,-10.0,-20.0,-30.0,0.0,1.0,2.0,1.0,1.0,0.0
48783,-37.0,-60.0,-25.0,-100.0,-35.0,-13.0,2.0,1.0,1.0,0.0,0.0
48784,7.0,42.0,-20.0,-5.0,-30.0,-32.0,1.0,1.0,1.0,1.0,0.0
48785,-11.0,30.0,53.0,5.0,8.0,-11.0,1.0,1.0,1.0,1.0,0.0
48786,-5.0,35.0,40.0,5.0,40.0,5.0,0.5,0.5,1.0,1.0,1.0
48787,10.0,-75.0,55.0,60.0,15.0,-32.0,0.5,0.5,1.0,1.0,0.0
48788,39.0,18.0,43.0,35.0,45.0,35.0,1.0,1.0,1.0,1.0,1.0
48789,-20.0,-24.0,-30.0,31.0,25.0,54.0,1.0,0.5,1.0,0.5,0.0
48790,5.0,100.0,78.0,110.0,78.0,34.0,1.0,1.0,1.0,1.0,1.0
48791,-50.0,46.0,-90.0,85.0,-80.0,89.0,1.0,0.0,1.0,1.0,1.0
48792,-23.0,-60.0,-25.0,-75.0,-5.0,-12.0,1.0,1.0,1.0,1.0,0.0
48793,-30.0,-35.0,-30.0,-60.0,-30.0,-55.0,1.0,0.5,1.0,0.5,0.0
48794,10.0,-55.0,-43.0,15.0,12.0,-20.0,1.0,1.0,0.5,1.0,0.0
48795,0.0,30.0,65.0,55.0,55.0,0.0,2.0,1.0,2.0,1.0,0.0
48796,-32.0,5.0,-20.0,-23.0,-25.0,27.0,2.0,1.0,1.0,1.0,1.0
48797,19.0,16.0,-33.0,-24.0,-3.0,-6.0,2.0,1.0,1.0,1.0,0.0
48798,-45.0,45.0,16.0,-20.0,6.0,5.0,1.0,2.0,0.5,0.5,1.0
48799,20.0,10.0,40.0,-65.0,-65.0,-55.0,0.5,1.0,1.0,1.0,0.0
48800,5.0,-25.0,-20.0,20.0,0.0,45.0,0.5,0.5,1.0,1.0,0.0
48801,20.0,5.0,15.0,-55.0,0.0,-10.0,1.0,2.0,1.0,1.0,0.0
48802,30.0,105.0,20.0,65.0,-50.0,65.0,1.0,1.0,1.0,1.0,1.0
48803,7.0,30.0,-80.0,-60.0,-40.0,30.0,0.0,1.0,1.0,1.0,0.0
48804,30.0,-12.0,-5.0,-50.0,-5.0,-50.0,1.0,1.0,2.0,1.0,0.0
48805,-15.0,-10.0,-26.0,-40.0,-30.0,-45.0,2.0,0.5,1.0,1.0,0.0
48806,42.0,36.0,32.0,70.0,75.0,10.0,2.0,1.0,1.0,1.0,1.0
48807,-71.0,-5.0,-30.0,5.0,-20.0,21.0,1.0,0.5,1.0,1.0,1.0
48808,-30.0,-30.0,60.0,-30.0,-10.0,20.0,2.0,1.0,1.0,1.0,1.0
48809,-60.0,-51.0,-25.0,-51.0,-25.0,-84.0,1.0,1.0,1.0,1.0,0.0
48810,-49.0,14.0,-34.0,-31.0,-49.0,8.0,1.0,1.0,1.0,1.0,1.0
48811,11.0,-12.0,39.0,60.0,40.0,-1.0,1.0,1.0,1.0,1.0,0.0
48812,0.0,9.0,50.0,44.0,25.0,-3.0,1.0,1.0,1.0,1.0,0.0
48813,11.0,14.0,15.0,20.0,20.0,0.0,1.0,2.0,1.0,1.0,0.0
48814,20.0,85.0,152.0,15.0,5.0,35.0,2.0,1.0,1.0,1.0,1.0
48815,55.0,5.0,20.0,-5.0,0.0,-20.0,2.0,1.0,1.0,1.0,1.0
48816,-40.0,-85.0,0.0,-120.0,-50.0,-65.0,2.0,1.0,1.0,1.0,0.0
48817,-1.0,21.0,20.0,-46.0,-25.0,-29.0,1.0,1.0,0.5,0.5,0.0
48818,54.0,21.0,-97.0,21.0,-87.0,-22.0,1.0,1.0,1.0,1.0,0.0
